id,user_id,account_id,occurred_at,direction,amount,balance_after,counterparty_name,counterparty_bank,counterparty_account_hash,category,transaction_type,channel,memo,is_recurring,is_synthetic
txn-01-0263,demo-parent-01,1101234567,2026-05-20T09:00:00+09:00,OUT,1000000,21103633,토스뱅크 정기적금,토스뱅크,acct_51a6895d,SAVINGS,AUTOPAY,AUTO_TRANSFER,정기적금,true,true
txn-01-0264,demo-parent-01,1101234567,2026-05-20T13:06:00+09:00,OUT,19100,21084533,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0265,demo-parent-01,1101234567,2026-05-20T13:45:00+09:00,OUT,16800,21067733,한결분식,한결카드,acct_6fa96832,DINING,CARD,DEBIT_CARD,외식,false,true
txn-01-0266,demo-parent-01,1101234567,2026-05-20T14:47:00+09:00,OUT,57398,21010335,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0267,demo-parent-01,1101234567,2026-05-22T09:00:00+09:00,OUT,24000,20986335,도시가스,한결은행,acct_863c5960,HOUSING,AUTOPAY,AUTO_TRANSFER,가스요금,true,true
txn-01-0268,demo-parent-01,1101234567,2026-05-25T09:00:00+09:00,OUT,56578,20929757,한국전력,한결은행,acct_a4e09594,HOUSING,AUTOPAY,AUTO_TRANSFER,전기요금,true,true
txn-01-0269,demo-parent-01,1101234567,2026-05-25T10:00:00+09:00,IN,1650000,22579757,한결시니어센터,기업은행,acct_1dfaa80b,INCOME,SALARY,ACCOUNT_CREDIT,급여,true,true
txn-01-0270,demo-parent-01,1101234567,2026-05-25T11:28:00+09:00,OUT,83177,22496580,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0271,demo-parent-01,1101234567,2026-05-25T16:28:00+09:00,OUT,21865,22474715,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0272,demo-parent-01,1101234567,2026-05-26T13:59:00+09:00,OUT,2800,22471915,마을버스,한결카드,acct_0ebe40b5,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0273,demo-parent-01,1101234567,2026-05-27T09:00:00+09:00,OUT,38500,22433415,한결통신,한결은행,acct_1f136b3d,HOUSING,AUTOPAY,AUTO_TRANSFER,통신비,true,true
txn-01-0274,demo-parent-01,1101234567,2026-05-27T15:14:00+09:00,OUT,46358,22387057,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0275,demo-parent-01,1101234567,2026-05-27T17:22:00+09:00,OUT,25870,22361187,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0276,demo-parent-01,1101234567,2026-05-28T09:00:00+09:00,OUT,128000,22233187,안심생명,신한은행,acct_779478ee,INSURANCE,AUTOPAY,AUTO_TRANSFER,보험료,true,true
txn-01-0277,demo-parent-01,1101234567,2026-05-29T11:43:00+09:00,OUT,3000,22230187,마을버스,한결카드,acct_0ebe40b5,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0278,demo-parent-01,1101234567,2026-06-02T09:47:00+09:00,OUT,64808,22165379,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0279,demo-parent-01,1101234567,2026-06-02T10:09:00+09:00,OUT,81768,22083611,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0280,demo-parent-01,1101234567,2026-06-02T15:37:00+09:00,OUT,37966,22045645,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0281,demo-parent-01,1101234567,2026-06-03T08:30:00+09:00,IN,1012000,23057645,국민연금공단,한결은행,acct_ec839ee0,INCOME,PENSION,ACCOUNT_CREDIT,국민연금,true,true
txn-01-0282,demo-parent-01,1101234567,2026-06-08T14:48:00+09:00,OUT,60369,22997276,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0283,demo-parent-01,1101234567,2026-06-09T13:49:00+09:00,OUT,45083,22952193,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0284,demo-parent-01,1101234567,2026-06-10T13:07:00+09:00,OUT,500000,22452193,딸 지혜,국민은행,acct_485235bb,FAMILY,TRANSFER,MOBILE_TRANSFER,가족 생활비,true,true
txn-01-0285,demo-parent-01,1101234567,2026-06-14T09:11:00+09:00,OUT,1500,22450693,마을버스,한결카드,acct_0ebe40b5,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0286,demo-parent-01,1101234567,2026-06-17T09:00:00+09:00,OUT,195469,22255224,아파트 관리비,하나은행,acct_6719f578,HOUSING,AUTOPAY,AUTO_TRANSFER,관리비,true,true
txn-01-0287,demo-parent-01,1101234567,2026-06-17T13:40:00+09:00,OUT,5000,22250224,한결교통,한결카드,acct_9fb1bf66,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0288,demo-parent-01,1101234567,2026-06-18T16:44:00+09:00,OUT,5000,22245224,한결교통,한결카드,acct_9fb1bf66,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0289,demo-parent-01,1101234567,2026-06-18T19:34:00+09:00,OUT,26829,22218395,한결분식,한결카드,acct_6fa96832,DINING,CARD,DEBIT_CARD,외식,false,true
txn-01-0290,demo-parent-01,1101234567,2026-06-20T09:00:00+09:00,OUT,1000000,21218395,토스뱅크 정기적금,토스뱅크,acct_51a6895d,SAVINGS,AUTOPAY,AUTO_TRANSFER,정기적금,true,true
txn-01-0291,demo-parent-01,1101234567,2026-06-20T12:23:00+09:00,OUT,78684,21139711,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0292,demo-parent-01,1101234567,2026-06-21T14:23:00+09:00,OUT,45361,21094350,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0293,demo-parent-01,1101234567,2026-06-22T09:00:00+09:00,OUT,33050,21061300,도시가스,한결은행,acct_863c5960,HOUSING,AUTOPAY,AUTO_TRANSFER,가스요금,true,true
txn-01-0294,demo-parent-01,1101234567,2026-06-24T13:09:00+09:00,OUT,85783,20975517,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0295,demo-parent-01,1101234567,2026-06-24T13:11:00+09:00,OUT,3000,20972517,한결교통,한결카드,acct_9fb1bf66,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0296,demo-parent-01,1101234567,2026-06-24T16:58:00+09:00,OUT,19455,20953062,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0297,demo-parent-01,1101234567,2026-06-25T09:00:00+09:00,OUT,78384,20874678,한국전력,한결은행,acct_a4e09594,HOUSING,AUTOPAY,AUTO_TRANSFER,전기요금,true,true
txn-01-0298,demo-parent-01,1101234567,2026-06-25T10:00:00+09:00,IN,1650000,22524678,한결시니어센터,기업은행,acct_1dfaa80b,INCOME,SALARY,ACCOUNT_CREDIT,급여,true,true
txn-01-0299,demo-parent-01,1101234567,2026-06-25T16:45:00+09:00,OUT,55158,22469520,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0300,demo-parent-01,1101234567,2026-06-26T10:01:00+09:00,OUT,47100,22422420,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0301,demo-parent-01,1101234567,2026-06-26T12:07:00+09:00,OUT,61705,22360715,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0302,demo-parent-01,1101234567,2026-06-27T09:00:00+09:00,OUT,38500,22322215,한결통신,한결은행,acct_1f136b3d,HOUSING,AUTOPAY,AUTO_TRANSFER,통신비,true,true
txn-01-0303,demo-parent-01,1101234567,2026-06-28T09:00:00+09:00,OUT,128000,22194215,안심생명,신한은행,acct_779478ee,INSURANCE,AUTOPAY,AUTO_TRANSFER,보험료,true,true
txn-01-0304,demo-parent-01,1101234567,2026-06-28T11:30:00+09:00,OUT,33450,22160765,카페,한결카드,acct_db28ec7d,DINING,CARD,DEBIT_CARD,외식,false,true
txn-01-0305,demo-parent-01,1101234567,2026-06-29T13:45:00+09:00,OUT,14971,22145794,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0306,demo-parent-01,1101234567,2026-06-29T14:50:00+09:00,OUT,71716,22074078,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0307,demo-parent-01,1101234567,2026-06-30T11:40:00+09:00,OUT,84887,21989191,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0308,demo-parent-01,1101234567,2026-07-03T08:30:00+09:00,IN,1012000,23001191,국민연금공단,한결은행,acct_ec839ee0,INCOME,PENSION,ACCOUNT_CREDIT,국민연금,true,true
txn-01-0309,demo-parent-01,1101234567,2026-07-07T10:06:00+09:00,OUT,44121,22957070,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0310,demo-parent-01,1101234567,2026-07-09T10:47:00+09:00,OUT,56280,22900790,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0311,demo-parent-01,1101234567,2026-07-09T14:36:00+09:00,OUT,28099,22872691,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0312,demo-parent-01,1101234567,2026-07-10T12:53:00+09:00,OUT,2800,22869891,한결교통,한결카드,acct_9fb1bf66,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0313,demo-parent-01,1101234567,2026-07-10T13:07:00+09:00,OUT,500000,22369891,딸 지혜,국민은행,acct_485235bb,FAMILY,TRANSFER,MOBILE_TRANSFER,가족 생활비,true,true
txn-01-0314,demo-parent-01,1101234567,2026-07-13T09:39:00+09:00,OUT,82096,22287795,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0315,demo-parent-01,1101234567,2026-07-13T11:37:00+09:00,OUT,77046,22210749,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0316,demo-parent-01,1101234567,2026-07-14T13:27:00+09:00,OUT,3000,22207749,서울교통공사,한결카드,acct_59e12777,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0317,demo-parent-01,1101234567,2026-07-15T09:00:00+09:00,OUT,39676,22168073,상하수도사업본부,한결은행,acct_3a65fd9e,HOUSING,AUTOPAY,AUTO_TRANSFER,수도요금,true,true
txn-01-0318,demo-parent-01,1101234567,2026-07-15T13:56:00+09:00,OUT,43227,22124846,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0319,demo-parent-01,1101234567,2026-07-16T13:18:00+09:00,OUT,71033,22053813,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0320,demo-parent-01,1101234567,2026-07-16T15:15:00+09:00,OUT,1400,22052413,서울교통공사,한결카드,acct_59e12777,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0321,demo-parent-01,1101234567,2026-07-16T16:11:00+09:00,OUT,63240,21989173,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0322,demo-parent-01,1101234567,2026-07-17T09:00:00+09:00,OUT,186234,21802939,아파트 관리비,하나은행,acct_6719f578,HOUSING,AUTOPAY,AUTO_TRANSFER,관리비,true,true
txn-01-0323,demo-parent-01,1101234567,2026-07-18T18:08:00+09:00,OUT,32935,21770004,동네식당,한결카드,acct_aca8f34e,DINING,CARD,DEBIT_CARD,외식,false,true
txn-01-0324,demo-parent-01,1101234567,2026-07-19T12:09:00+09:00,OUT,22257,21747747,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0325,demo-parent-01,1101234567,2026-07-20T09:00:00+09:00,OUT,1000000,20747747,토스뱅크 정기적금,토스뱅크,acct_51a6895d,SAVINGS,AUTOPAY,AUTO_TRANSFER,정기적금,true,true
txn-01-0326,demo-parent-01,1101234567,2026-07-21T11:21:00+09:00,OUT,1400,20746347,한결교통,한결카드,acct_9fb1bf66,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0327,demo-parent-01,1101234567,2026-07-21T12:16:00+09:00,OUT,33366,20712981,한결분식,한결카드,acct_6fa96832,DINING,CARD,DEBIT_CARD,외식,false,true
txn-01-0328,demo-parent-01,1101234567,2026-07-22T09:00:00+09:00,OUT,47494,20665487,도시가스,한결은행,acct_863c5960,HOUSING,AUTOPAY,AUTO_TRANSFER,가스요금,true,true
txn-01-0329,demo-parent-01,1101234567,2026-07-25T09:00:00+09:00,OUT,91493,20573994,한국전력,한결은행,acct_a4e09594,HOUSING,AUTOPAY,AUTO_TRANSFER,전기요금,true,true
txn-01-0330,demo-parent-01,1101234567,2026-07-25T10:00:00+09:00,IN,1650000,22223994,한결시니어센터,기업은행,acct_1dfaa80b,INCOME,SALARY,ACCOUNT_CREDIT,급여,true,true
txn-01-0331,demo-parent-01,1101234567,2026-07-26T12:36:00+09:00,OUT,50607,22173387,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0332,demo-parent-01,1101234567,2026-07-27T09:00:00+09:00,OUT,38500,22134887,한결통신,한결은행,acct_1f136b3d,HOUSING,AUTOPAY,AUTO_TRANSFER,통신비,true,true
txn-01-0333,demo-parent-01,1101234567,2026-07-27T10:40:00+09:00,OUT,87636,22047251,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0334,demo-parent-01,1101234567,2026-07-28T09:00:00+09:00,OUT,128000,21919251,안심생명,신한은행,acct_779478ee,INSURANCE,AUTOPAY,AUTO_TRANSFER,보험료,true,true
txn-01-0335,demo-parent-01,1101234567,2026-07-28T10:50:00+09:00,OUT,57261,21861990,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0336,demo-parent-01,1101234567,2026-07-28T17:10:00+09:00,OUT,30127,21831863,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0337,demo-parent-01,1101234567,2026-07-30T16:58:00+09:00,OUT,56319,21775544,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0338,demo-parent-01,1101234567,2026-07-31T16:12:00+09:00,OUT,79483,21696061,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0339,demo-parent-01,1101234567,2026-08-01T13:16:00+09:00,OUT,66132,21629929,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0340,demo-parent-01,1101234567,2026-08-03T08:30:00+09:00,IN,1012000,22641929,국민연금공단,한결은행,acct_ec839ee0,INCOME,PENSION,ACCOUNT_CREDIT,국민연금,true,true
txn-01-0341,demo-parent-01,1101234567,2026-08-04T12:39:00+09:00,OUT,32949,22608980,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0342,demo-parent-01,1101234567,2026-08-06T12:18:00+09:00,OUT,39903,22569077,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0343,demo-parent-01,1101234567,2026-08-08T15:57:00+09:00,OUT,29213,22539864,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0344,demo-parent-01,1101234567,2026-08-09T11:13:00+09:00,OUT,36114,22503750,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0345,demo-parent-01,1101234567,2026-08-10T11:20:00+09:00,OUT,5000,22498750,서울교통공사,한결카드,acct_59e12777,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0346,demo-parent-01,1101234567,2026-08-10T13:07:00+09:00,OUT,500000,21998750,딸 지혜,국민은행,acct_485235bb,FAMILY,TRANSFER,MOBILE_TRANSFER,가족 생활비,true,true
txn-01-0347,demo-parent-01,1101234567,2026-08-11T09:07:00+09:00,OUT,69719,21929031,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0348,demo-parent-01,1101234567,2026-08-11T13:01:00+09:00,OUT,54515,21874516,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0349,demo-parent-01,1101234567,2026-08-12T12:13:00+09:00,OUT,82369,21792147,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0350,demo-parent-01,1101234567,2026-08-13T12:37:00+09:00,OUT,84815,21707332,하나로마트,한결카드,acct_46d164ef,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0351,demo-parent-01,1101234567,2026-08-13T13:24:00+09:00,OUT,22155,21685177,약국,한결카드,acct_508728b3,HEALTHCARE,CARD,DEBIT_CARD,의약품,false,true
txn-01-0352,demo-parent-01,1101234567,2026-08-14T11:20:00+09:00,OUT,80314,21604863,한결정형외과,한결카드,acct_f7742d73,HEALTHCARE,CARD,DEBIT_CARD,진료비,false,true
txn-01-0353,demo-parent-01,1101234567,2026-08-16T12:15:00+09:00,OUT,5000,21599863,마을버스,한결카드,acct_0ebe40b5,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0354,demo-parent-01,1101234567,2026-08-16T15:56:00+09:00,OUT,32882,21566981,동네식당,한결카드,acct_aca8f34e,DINING,CARD,DEBIT_CARD,외식,false,true
txn-01-0355,demo-parent-01,1101234567,2026-08-17T09:00:00+09:00,OUT,186555,21380426,아파트 관리비,하나은행,acct_6719f578,HOUSING,AUTOPAY,AUTO_TRANSFER,관리비,true,true
txn-01-0356,demo-parent-01,1101234567,2026-08-20T09:00:00+09:00,OUT,1000000,20380426,토스뱅크 정기적금,토스뱅크,acct_51a6895d,SAVINGS,AUTOPAY,AUTO_TRANSFER,정기적금,true,true
txn-01-0357,demo-parent-01,1101234567,2026-08-21T13:52:00+09:00,OUT,5000,20375426,서울교통공사,한결카드,acct_59e12777,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0358,demo-parent-01,1101234567,2026-08-22T09:00:00+09:00,OUT,35117,20340309,도시가스,한결은행,acct_863c5960,HOUSING,AUTOPAY,AUTO_TRANSFER,가스요금,true,true
txn-01-0359,demo-parent-01,1101234567,2026-08-24T12:45:00+09:00,OUT,35593,20304716,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0360,demo-parent-01,1101234567,2026-08-25T09:00:00+09:00,OUT,98738,20205978,한국전력,한결은행,acct_a4e09594,HOUSING,AUTOPAY,AUTO_TRANSFER,전기요금,true,true
txn-01-0361,demo-parent-01,1101234567,2026-08-25T10:00:00+09:00,IN,1650000,21855978,한결시니어센터,기업은행,acct_1dfaa80b,INCOME,SALARY,ACCOUNT_CREDIT,급여,true,true
txn-01-0362,demo-parent-01,1101234567,2026-08-26T12:22:00+09:00,OUT,44753,21811225,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0363,demo-parent-01,1101234567,2026-08-27T09:00:00+09:00,OUT,38500,21772725,한결통신,한결은행,acct_1f136b3d,HOUSING,AUTOPAY,AUTO_TRANSFER,통신비,true,true
txn-01-0364,demo-parent-01,1101234567,2026-08-28T09:00:00+09:00,OUT,128000,21644725,안심생명,신한은행,acct_779478ee,INSURANCE,AUTOPAY,AUTO_TRANSFER,보험료,true,true
txn-01-0365,demo-parent-01,1101234567,2026-08-29T16:49:00+09:00,OUT,20026,21624699,동네식당,한결카드,acct_aca8f34e,DINING,CARD,DEBIT_CARD,외식,false,true
txn-01-0366,demo-parent-01,1101234567,2026-08-29T17:21:00+09:00,OUT,69759,21554940,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0367,demo-parent-01,1101234567,2026-08-29T17:33:00+09:00,OUT,36371,21518569,시장 상회,한결카드,acct_7df5a3a7,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-01-0368,demo-parent-01,1101234567,2026-08-31T08:05:00+09:00,OUT,2800,21515769,마을버스,한결카드,acct_0ebe40b5,TRANSPORT,CARD,DEBIT_CARD,교통,false,true
txn-01-0369,demo-parent-01,1101234567,2026-08-31T13:16:00+09:00,OUT,45769,21470000,이마트,한결카드,acct_b619c44f,GROCERIES,CARD,DEBIT_CARD,식료품,false,true
txn-02-0370,demo-parent-02,1102234568,2025-09-01T08:17:00+09:00,OUT,75932,13205595,시장 상회,한결카드,acct_7df5a3a7,CONSUMPTION,CARD,DEBIT_CARD,생활비,false,true
txn-02-0371,demo-parent-02,1102234568,2025-09-02T10:46:00+09:00,OUT,476504,12729091,우리유통,우리은행,acct_ec4a961f,BUSINESS_EXPENSE,TRANSFER,MOBILE_TRANSFER,거래처 대금,false,true
txn-02-0372,demo-parent-02,1102234568,2025-09-02T11:51:00+09:00,IN,397586,13126677,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0373,demo-parent-02,1102234568,2025-09-04T10:09:00+09:00,OUT,606216,12520461,동네농산,농협,acct_691228fb,BUSINESS_EXPENSE,TRANSFER,MOBILE_TRANSFER,거래처 대금,false,true
txn-02-0374,demo-parent-02,1102234568,2025-09-04T12:30:00+09:00,OUT,13449,12507012,동네식당,한결카드,acct_aca8f34e,CONSUMPTION,CARD,DEBIT_CARD,생활비,false,true
txn-02-0375,demo-parent-02,1102234568,2025-09-05T09:00:00+09:00,OUT,700000,11807012,한결시장 상가임대,한결은행,acct_107640bc,HOUSING,AUTOPAY,AUTO_TRANSFER,상가 임대료,true,true
txn-02-0376,demo-parent-02,1102234568,2025-09-07T17:14:00+09:00,OUT,32896,11774116,동네식당,한결카드,acct_aca8f34e,CONSUMPTION,CARD,DEBIT_CARD,생활비,false,true
txn-02-0377,demo-parent-02,1102234568,2025-09-09T11:13:00+09:00,OUT,36407,11737709,주유소,한결카드,acct_db338373,CONSUMPTION,CARD,DEBIT_CARD,생활비,false,true
txn-02-0378,demo-parent-02,1102234568,2025-09-10T11:29:00+09:00,OUT,79828,11657881,하나로마트,한결카드,acct_46d164ef,CONSUMPTION,CARD,DEBIT_CARD,생활비,false,true
txn-02-0379,demo-parent-02,1102234568,2025-09-10T12:28:00+09:00,IN,286949,11944830,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0380,demo-parent-02,1102234568,2025-09-11T12:20:00+09:00,OUT,65344,11879486,하나로마트,한결카드,acct_46d164ef,CONSUMPTION,CARD,DEBIT_CARD,생활비,false,true
txn-02-0381,demo-parent-02,1102234568,2025-09-11T12:55:00+09:00,IN,542251,12421737,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0382,demo-parent-02,1102234568,2025-09-13T17:12:00+09:00,OUT,82697,12339040,동네식당,한결카드,acct_aca8f34e,CONSUMPTION,CARD,DEBIT_CARD,생활비,false,true
txn-02-0383,demo-parent-02,1102234568,2025-09-14T09:00:00+09:00,OUT,135010,12204030,한국전력,한결은행,acct_a4e09594,BUSINESS_EXPENSE,AUTOPAY,AUTO_TRANSFER,사업장 전기요금,true,true
txn-02-0384,demo-parent-02,1102234568,2025-09-14T14:01:00+09:00,IN,430250,12634280,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0385,demo-parent-02,1102234568,2025-09-15T16:00:00+09:00,IN,716973,13351253,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0386,demo-parent-02,1102234568,2025-09-18T09:20:00+09:00,OUT,22604,13328649,하나로마트,한결카드,acct_46d164ef,CONSUMPTION,CARD,DEBIT_CARD,생활비,false,true
txn-02-0387,demo-parent-02,1102234568,2025-09-18T11:10:00+09:00,OUT,600000,12728649,배우자 최은희,신한은행,acct_c289e5ac,FAMILY,TRANSFER,MOBILE_TRANSFER,가족 생활비,true,true
txn-02-0388,demo-parent-02,1102234568,2025-09-18T15:31:00+09:00,OUT,265072,12463577,동네농산,농협,acct_691228fb,BUSINESS_EXPENSE,TRANSFER,MOBILE_TRANSFER,거래처 대금,false,true
txn-02-0389,demo-parent-02,1102234568,2025-09-18T15:51:00+09:00,IN,291379,12754956,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0390,demo-parent-02,1102234568,2025-09-22T12:09:00+09:00,IN,422653,13177609,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0391,demo-parent-02,1102234568,2025-09-22T13:32:00+09:00,IN,456774,13634383,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0392,demo-parent-02,1102234568,2025-09-22T13:52:00+09:00,OUT,450947,13183436,한결식자재,농협,acct_cf81fa82,BUSINESS_EXPENSE,TRANSFER,MOBILE_TRANSFER,거래처 대금,false,true
txn-02-0393,demo-parent-02,1102234568,2025-09-23T09:55:00+09:00,OUT,226064,12957372,동네농산,농협,acct_691228fb,BUSINESS_EXPENSE,TRANSFER,MOBILE_TRANSFER,거래처 대금,false,true
txn-02-0394,demo-parent-02,1102234568,2025-09-23T10:10:00+09:00,IN,366599,13323971,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0395,demo-parent-02,1102234568,2025-09-24T11:37:00+09:00,IN,442141,13766112,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0396,demo-parent-02,1102234568,2025-09-24T14:07:00+09:00,IN,628454,14394566,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
txn-02-0397,demo-parent-02,1102234568,2025-09-25T12:32:00+09:00,IN,501492,14896058,한결시장 카드매출,한결은행,acct_6e2d4f89,BUSINESS_INCOME,SALE_SETTLEMENT,ACCOUNT_CREDIT,매출정산,false,true
